stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
1980SN121054,,"Avenue Subway",,50.929969414,-1.405799655,,,,,,
1980SN121055,,"Oakmount Avenue",,50.927387519,-1.405590646,,,,,,
1980SN120400,,"The Avenue, Northlands Road",,50.921160509,-1.404759438,,,,,,
1980SN120404,,"Stag Gates",,50.918053523,-1.403173042,,,,,,
1980SN120406,,"The Avenue, Archers Road",,50.916409371,-1.402387484,,,,,,
1980SN120536,,"Law Courts",,50.913664956,-1.402052778,,,,,,
1980SNA40402,,"Giddy Bridge",,50.910998306,-1.404618755,,,,,,
1980SN120525,,"Cenotaph [HA]",,50.909416168,-1.404724269,,,,,,
1980HAA13584,,"Civic Centre [AI]",,50.906808139,-1.406449989,,,,,,
1980SN121031,,"ASDA & Marlands [AK]",,50.905638469,-1.406322635,,,,,,
1980HAA13583,,"Southampton, Westquay [BP]",,50.903612182,-1.40573687,,,,,,
1900HA110066,,"Marks & Spencer",,51.062452712,-1.312135078,,,,,,
1900HA110112,,"Jewry Street",,51.063143352,-1.316434495,,,,,,
1900HA110051,,"St Thomas Church",,51.061370951,-1.317816219,,,,,,
1900HA110048,,"Romans Road",,51.057271226,-1.319488788,,,,,,
1900HA110047,,"Ranelagh Road",,51.055513121,-1.320242216,,,,,,
1900HA110045,,"Kingsgate Road",,51.052426998,-1.321485813,,,,,,
1900HA110042,,"St Cross, Bell Inn",,51.048408796,-1.323270667,,,,,,
1900HA110040,,"Grange Road",,51.04459638,-1.324881043,,,,,,
1900HA110038,,"Bushfield Roundabout",,51.037187432,-1.328126396,,,,,,
1900HAA91085,,"South Park & Ride",,51.035051045,-1.328784794,,,,,,
1900HA110418,,"Compton, Compton Street",,51.028107904,-1.331736959,,,,,,
1900HA110421,,"Shawford Down",,51.023829214,-1.332026586,,,,,,
1900HA110422,,"South Down",,51.020340614,-1.335256053,,,,,,
1900HA110425,,"Highways Road",,51.015083315,-1.338994877,,,,,,
1900HA110426,,Sparrowgrove,,51.011848607,-1.341036485,,,,,,
1900HA110429,,"Oakwood Avenue",,51.008818505,-1.342690069,,,,,,
1900HA110431,,"Otterbourne, White Horse",,51.003984355,-1.348174188,,,,,,
1900HA110432,,"Otterbourne Hill Green",,50.999084069,-1.354755382,,,,,,
1980SN12531B,,"Above Bar [AD]",,50.905989096,-1.404540402,,,,,,
1980SN120403,,"Stag Gates",,50.918814783,-1.403252933,,,,,,
1980SN120407,,"Cedar Road",,50.919133645,-1.400545876,,,,,,
1980SN120413,,"Spring Crescent",,50.921517808,-1.395535824,,,,,,
1980SN120279,,"Portswood Waitrose [PD]",,50.924255019,-1.39447597,,,,,,
1980SN12272A,,"Portswood Broadway [PH]",,50.926355912,-1.392101019,,,,,,
1980SN120284,,"Portswood Sainsbury's [PI]",,50.927588331,-1.388741195,,,,,,
1980SN120289,,"Bowden Lane",,50.929755355,-1.385283505,,,,,,
1980SN120159,,"Sirdar Road",,50.932886156,-1.383847672,,,,,,
1980SN120157,,"Mayfield Road",,50.934539269,-1.38186197,,,,,,
1980SN120153,,"Woodmill Lane",,50.937022764,-1.380462818,,,,,,
1980SN120150,,"Swaythling McDonald's",,50.938927518,-1.380152872,,,,,,
